latitude,longitude,sum_paid
-14.300000000000001,-170.699999999999989,13443.360000000000582
13.300000000000001,144.699999999999989,6044.779999999999745
13.300000000000001,144.800000000000011,115903.910000000003492
13.400000000000000,144.599999999999994,250334.879999999975553
13.400000000000000,144.699999999999989,61440.930000000007567
13.400000000000000,144.800000000000011,1133734.010000000009313
13.500000000000000,144.699999999999989,58987.830000000001746
13.500000000000000,144.800000000000011,210259.129999999946449
13.500000000000000,144.900000000000006,56478.959999999999127
13.600000000000000,144.900000000000006,0.000000000000000
17.699999999999999,-64.900000000000006,4306443.419999998994172
17.699999999999999,-64.799999999999997,6610772.259999998845160
17.699999999999999,-64.700000000000003,17048636.000000014901161
17.699999999999999,-64.599999999999994,1069399.669999999925494
17.800000000000001,-64.799999999999997,891797.819999999832362
17.800000000000001,-64.700000000000003,6840532.399999999441206
17.800000000000001,-64.599999999999994,591397.739999999990687
18.000000000000000,-67.200000000000003,119545.130000000004657
18.000000000000000,-67.099999999999994,138488.040000000008149
18.000000000000000,-67.000000000000000,86100.580000000016298
18.000000000000000,-66.900000000000006,662793.930000000051223
18.000000000000000,-66.799999999999997,3019341.060000002849847
18.000000000000000,-66.700000000000003,126078.799999999988358
18.000000000000000,-66.599999999999994,1835882.250000000931323
18.000000000000000,-66.500000000000000,1080325.750000000000000
18.000000000000000,-66.400000000000006,2570715.660000001545995
18.000000000000000,-66.299999999999997,3137696.149999999906868
18.000000000000000,-66.200000000000003,929321.840000000549480
18.000000000000000,-66.099999999999994,1380054.790000000270084
18.000000000000000,-66.000000000000000,582586.559999999823049
18.000000000000000,-65.900000000000006,568358.589999999734573
18.000000000000000,-65.799999999999997,6429.390000000000327
18.100000000000001,-67.200000000000003,1550829.049999999115244
18.100000000000001,-67.099999999999994,2351997.160000000614673
18.100000000000001,-67.000000000000000,146745.929999999963911
18.100000000000001,-66.700000000000003,92630.360000000015134
18.100000000000001,-66.599999999999994,1306850.459999999497086
18.100000000000001,-66.500000000000000,139882.630000000004657
18.100000000000001,-66.400000000000006,18181.739999999997963
18.100000000000001,-66.299999999999997,286450.200000000011642
18.100000000000001,-66.200000000000003,907419.680000000284053
18.100000000000001,-66.099999999999994,46244.930000000000291
18.100000000000001,-66.000000000000000,0.000000000000000
18.100000000000001,-65.900000000000006,323513.830000000074506
18.100000000000001,-65.799999999999997,1546237.560000000288710
18.100000000000001,-65.500000000000000,199970.020000000047730
18.199999999999999,-67.200000000000003,2989001.350000001955777
18.199999999999999,-67.099999999999994,1692613.120000000344589
18.199999999999999,-67.000000000000000,356866.969999999972060
18.199999999999999,-66.799999999999997,61183.369999999995343
18.199999999999999,-66.700000000000003,4866.100000000000364
18.199999999999999,-66.599999999999994,291145.230000000039581
18.199999999999999,-66.400000000000006,243282.179999999993015
18.199999999999999,-66.299999999999997,138121.919999999983702
18.199999999999999,-66.200000000000003,958220.180000000051223
18.199999999999999,-66.099999999999994,156482.449999999982538
18.199999999999999,-66.000000000000000,1968680.929999999701977
18.199999999999999,-65.900000000000006,795662.150000000023283
18.199999999999999,-65.799999999999997,2347754.440000000409782
18.199999999999999,-65.700000000000003,685221.279999999911524
18.199999999999999,-65.599999999999994,3467.000000000000000
18.199999999999999,-65.400000000000006,0.000000000000000
18.300000000000001,-67.299999999999997,0.000000000000000
18.300000000000001,-67.200000000000003,831350.139999999897555
18.300000000000001,-67.099999999999994,342906.320000000123400
18.300000000000001,-67.000000000000000,414808.450000000011642
18.300000000000001,-66.900000000000006,40027.089999999996508
18.300000000000001,-66.799999999999997,10864.150000000001455
18.300000000000001,-66.700000000000003,1258253.150000000372529
18.300000000000001,-66.599999999999994,22182.569999999999709
18.300000000000001,-66.500000000000000,106354.850000000005821
